Id,Profile Name,Number of deaths,Number of infected,Number of healed,Comment,Like,Comment timestamp,Post timestamp,URL,Annotator1,Annotator2,Annotator3,Final annotation
2673,Naim Abazi,8,207,32,Turp tju vij per menagjimin e keq te setuates me Dr.Arben Vitia gjithqka ishete ne kontroll tash me kete psikopatin armend zemaj situata ka eskaluar,0,"Friday, July 10, 2020 11:29am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2674,Sadik Misini,8,207,32,L. A. ka shum doktora cilin me jek,0,"Friday, July 10, 2020 10:25am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2676,Arber Krasniqi,8,207,32,"Nese dikush prej IKSHP po i lexon keto komente: Fjalia me 'semundje shoqeruese' eshte inkurajim qe njerezit mos me u rujte, plus asaj-  nuk eshte e vertete.  38 Vjeqari qe vdiq , ishte pa semundje tjera shoqeruese!KTHENI masat!",0,"Friday, July 10, 2020 8:52am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2677,Sinan Prushi,8,207,32,sjam kaju permbana rrenav ge juve hiq amo hiq veq iqit popllin meq marre jukoft per grim tgjith her kan pas temperatur ethe hec more marre jukoft sajan tuju pagu obsheja mei rrejt popllin ube ne mujn shkurt ekam pas edhe skini dit qauka bahet leni pallavrat marrre,0,"Friday, July 10, 2020 8:38am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2678,Diamant Di,8,207,32,Dy njerz flejn bashk njani pozitiv tjetri negativ ‍♂️‍♂️,0,"Friday, July 10, 2020 8:36am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2680,Fatime Tërnava,8,207,32,A. K. mire,1,"Friday, July 10, 2020 8:01am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2681,Shemsi Osmani,8,207,32,Poa,0,"Friday, July 10, 2020 7:49am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2683,Halil Gashi,8,207,32,o sdi qa po thuni ju qa jon kta numra po ska more virus. Leni kto numra se boll qart e pastert ka fol Labi. Respekt (Y) ,1,"Friday, July 10, 2020 7:32am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2685,Gezim Konjusha,8,207,32,"Pershendetje, qe shume here jam tuj u mundu me ju thirrë me telefon(03820080800), mirepo nuk përgjegjet askush. Deshta me ju njoftu qe kam nejte me personin gati dy dite ne hapsira te mbyllura, i cili u diganostifikua me corora-virus , e une mandej kam pase edhe kontakte tjera me shume njerez, deshta me e dite se si eshte procedura me u testu....Edhe une kam simptome te Covid-19",1,"Friday, July 10, 2020 7:05am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2686,FoNi VeVi Berisha,8,207,32,A kish me dasht zoti qeta te ldk krejt me i kap i faros  te pari ise agim e lufte,0,"Friday, July 10, 2020 7:00am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2687,Dëfrim Puka,8,207,32,Shkrune qe edhe 8 jane te vdekur!,0,"Friday, July 10, 2020 6:56am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2688,Trimi Trimi,8,207,32,Prishtinë gjith numer 1 prishtinë ke mu shpall kampion qdo I dyti Po del pozitive prishtinë kupa te takon.,0,"Friday, July 10, 2020 6:31am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,1,1
2689,Arianit Gashi,8,207,32,"Ni shok i jemi si sot ka dal pozitiv mas 2 dite u sheru meniher doli negativ, veq po ja futni numrave bingo",0,"Friday, July 10, 2020 6:25am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2690,Kushtrim Maloku,8,207,32,"Virusi ekziston dhe duhet shume kujdes se ka pasoja shume te renda. Statistikisht i bie qe nese ju behet testi vetem rasteve te renda prej 400 mostrave me dal pozitiv dikund 350 veta,  por gjysma nga ta me intervenca dhe me simptoma te lehta e bejne testin dhe dalin negativ.Sherimi dikujt i zgjate mbi 2 jave,  madje deri 7-8 jave mund te shkoj.Ne nuk jemi te kujdesshem, Prandaj po infektohemi, kush nuk beson ne virus, le te shkon ne Infektive 24 ore te qendrojë aty, pastaj le te komenton.",4,"Friday, July 10, 2020 6:15am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2691,Erion Shala,8,207,32,"207 ka 1 ero 207 ero, kushtet ma mir se nzvicerr",0,"Friday, July 10, 2020 6:14am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,1,1
2692,Arlinda Dragaj,8,207,32,Rr. G A.  qysh bre n'Istog ska jaaaaaa kshtu sban,1,"Friday, July 10, 2020 6:02am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2693,Besim Bajraktari,8,207,32,I izet nuk osht tu u zi se me ka tu u zi nrysh ish po pa.lujn me.popell be zoti i vraft more alla   kta ,0,"Friday, July 10, 2020 5:40am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2694,Arton Krasniqi,8,207,32,"Dot te thot sipas juve me kto teste poplli është i infektun 50% 400 teste 200 te infektun , kokan ba imun njerzt me kit virus.",0,"Friday, July 10, 2020 5:39am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2695,Driton Gashi,8,207,32,Qfare pune bani ju veq e bani copy paste edhe njojt pos numrat qe jav ndrrroni ani kur po ju nderojn populli heronj ju sen sdini ju jeni amatera edhe i mytni njerzt vet kjo ndodh pos ne Republiken tone,0,"Friday, July 10, 2020 5:18am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2696,Enis Hoxha,8,207,32,Nese dikush beson qe egziston babadimeri le tbeson edhe covid-19,1,"Friday, July 10, 2020 5:03am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2697,Fidane Hasani - Halili,8,207,32,"Te pabesueshum plotesisht, ketu po shihet sa jeni serioz ne punen e juaja, sot 2 jave kane qenë 62 raste, (virusi te mban vetem 2 jave) e sipas jush sot po del te sheruar 32, pse ky rezultat? Ku jane edhe 30 tjere?",0,"Friday, July 10, 2020 5:02am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2698,Eldi Elsoni,8,207,32,A ku mi gjani bre gjith ata njerz per testim ?,1,"Friday, July 10, 2020 4:59am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2699,Ramadan Hyseni,8,207,32,Ket punen e virusit veq R. D. ne drejtoft qu dil perjashta nuk Müni me ba hajgare ktyyy,0,"Friday, July 10, 2020 4:47am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2700,Cenii Elshani,8,207,32,Kua more Hashim Thaqi me Agim Veliun qe spoju nihet zani,0,"Friday, July 10, 2020 4:40am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2701,Casem Costy,8,207,32,"Shume analfabeta me teori konspirative po komentojne ktu. Krejt keta tipa qe thojne: Testet jane fallco, virusi eshte genjeshter, jeni tu i rrite numrat me qellim per perfitime etj. KETA PERSONA SKAN PREKE KURRE LIBER ME DORE. Keta persona jane virusi yne. Po cuditem cka po shoh ketu",1,"Friday, July 10, 2020 2:48am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2704,Rizvan Ibrahimi,8,207,32,jeni t deshtun n teste kto jan t para 4 diteve,0,"Friday, July 10, 2020 2:03am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2705,Bleron Azemi,8,207,32,thuni neti mshon res hajde live,1,"Friday, July 10, 2020 12:21am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
